E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16
P01137,,T,F,F,F,P37023,,Receptor protein-serine kinase,"Engagement of extracellular mediator with the receptor induces dimerization,trans-autophosphorylation,and stimulation of the receptor phosphotransferase activity towards downstream targets,including SMAD proteins,which are activated transcription factors upon their phosphorylation. ALK-1 in endothelial cells binds to TGF-beta1 and TbetaR-II where the ALK1 signalling pathway can inhibit TGF-beta1-dependent transcriptional activation mediated by the known TGF-beta1 type I receptor ALK-5. ",,Extracellular Protein Mediator,Ser/Thr Kinase,+,TGFB1,ALK1
P01137,,T,F,F,F,P36897,,Receptor protein-serine kinase,"Engagement of extracellular mediator with the receptor induces dimerization,trans-autophosphorylation,and stimulation of the receptor phosphotransferase activity towards downstream targets,including SMAD proteins,which are activated transcription factors upon their phosphorylation.",,Extracellular Protein Mediator,Ser/Thr Kinase,+,TGFB1,TGFBR1
P01137,,T,F,F,F,P37173,666,Receptor protein-serine kinase,"Engagement of extracellular mediator with the receptor induces dimerization,trans-autophosphorylation,and stimulation of the receptor phosphotransferase activity towards downstream targets. TGFB1 binds to a receptor complex made up of two TGFBR2 and two TGFBR1 proteins. This complex binding TGFB1 results in phosphorylation of TGFBR1 by TGFBR2 which in turn phosphorylates and activates SMAD2 which then complexes with SMAD4 and becomes transcriptionally active.",,Extracellular Protein Mediator,Ser/Thr Kinase,+,TGFB1,TGFBR2
P01137,,T,F,F,F,Q03167,,Single pass TM receptor; Secreted,"Engagement of extracellular mediator with the receptor induces dimerization,trans-autophosphorylation,and stimulation of the receptor phosphotransferase activity towards downstream targets. TGFBR3 binds TGFB1 and recruits TGFBR2 and TGFBR1 to form TGF-β receptor complex leading to downstream SMAD2/3 and MAPK pathways.",,Extracellular Protein Mediator,Ser/Thr Kinase,+,TGFB1,TGFBR3
P01138,,T,F,F,F,P08173,,G protein-coupled 7TM receptor,NGF timulates receptor activity and the CHRM4-AKT-MYCN signalling pathway which promotes neuroendocrine differentiation in prostate cancer.,,Extracellular Protein Mediator,Regulatory,+,NGF,CHRM4
P01138,,T,F,F,F,P08138,,beta-nerve growth factor,involved in the development and maintenance of sympathetic and sensory nervous systems,,Extracellular protein mediator,Regulatory,+,NGF,NGFR
P01138,,T,F,F,F,P08138,6681,Single pass TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling. NGF play a role in the development and maintenance of the sympathetic and sensory nervous systems. The immature NGF precursor (proNGF) functions as a ligand for the heterodimeric receptor formed by SORCS2 and NGFR and activates cellular signalling cascades that lead to inactivation of RAC1 and/or RAC2 as well as reorganization of the actin cytoskeleton and neuronal growth cone collapse. In contrast to mature NGF the precursor form (proNGF) promotes neuronal apoptosis (in vitro).,,Extracellular Protein Mediator,Regulatory,+,NGF,NGFR
P01138,,T,F,F,F,P04629,667,Receptor protein-tyrosine kinase,"Engagement of extracellular mediator with the receptor induces dimerization,trans-autophosphorylation,docking of adaptor proteins,and stimulation of the receptor phosphotransferase activity towards downstream targets.",,Extracellular Protein Mediator,Tyr Kinase,+,NGF,NTRK1
P01148,,T,F,F,F,P30968,7611,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,GnRH,GnRHR
P01160,,T,F,F,F,P16066,916,Single-pass TM protein - Guanylate cyclase,"Engagement of extracellular mediator with the receptor activates downstream signalling,including the HRAS/RAF1/MEK/ERK signalling pathways. This ) interacts with P16066 (RAF1),as HRAS activates RAF1 in the MAPK/ERK signalling pathway. This activation promotes cell growth differentiation and survival. ",,Extracellular Protein Mediator,Regulatory,+,ANP,NPR1
P01160,,T,F,F,F,P17342,17336,Single pass TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,ANP,NPR3
P01178,,T,F,F,F,Q92847,,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,OXT,GHSR
P01178,,T,F,F,F,P30559,13366020,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,OXT,OXTR
P01185,,T,F,F,F,P37288,16880,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,ADH,AVPR1A
P01185,,T,F,F,F,P47901,14791,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,ADH,AVPR1B
P01185,,T,F,F,F,P30518,4737,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,ADH,AVPR2
P01189,,T,F,F,F,Q01726,17438,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,ACTH,MC1R
P01189,,T,F,F,F,Q01726,17438,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,ACTH,MC1R
P01189,,T,F,F,F,Q01718,7656,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,ACTH,MC2R
P01189,,T,F,F,F,P41968,2822669,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,ACTH,MC3R
P01189,,T,F,F,F,P32245,2838,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,ACTH,MC4R
P01189,,T,F,F,F,P32245,2838,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,ACTH,MC4R
P01189,,T,F,F,F,P32245,2838,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,MSH,MC4R
P01189,,T,F,F,F,P33032,2822694,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,ACTH,MC5R
P01189,,T,F,F,F,P35372,1006,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,ACTH,OPRM1
P01189,,T,F,F,F,P41968,,Corticotropin-like intermediary peptide,effect of interaction unknown/found to activate MC1R so possibly activates MC3R during interaction,,Extracellular protein mediator,Regulatory,+,POMC,MC3R
P01189,,T,F,F,F,P41968,,Pro-opiomelanocortin,Produces γ-MSH which binds and activates MC3R signalling,,Extracellular protein mediator,Regulatory,+,POMC,MC3R
P01189,,T,F,F,F,P41968,,Pro-opiomelanocortin,Produces γ-MSH which binds and activates MC3R signalling,,Extracellular protein mediator,Regulatory,+,POMC,MC3R
P01210,,T,F,F,F,P41143,1520,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,PENK,OPRD1
P01210,,T,F,F,F,P35372,1006,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,PENK,OPRM1
P01210,,T,F,F,F,P35372,,G protein-coupled 7TM receptor,stimulatory effect on pain modulation and neurotransmitter release through its cleavage into enkephalins,,Extracellular Protein Mediator,Regulatory,+,PENK,OPRM1
P01213,,T,F,F,F,P46663,13364893,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,DYN,BKR1
P01213,,T,F,F,F,P30411,1098,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,DYN,BKR2
P01213,,T,F,F,F,P41145,3388,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,DYN,KOR-1
P01213,,T,F,F,F,P41143,1520,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,DYN,OPRD1
P01213,,T,F,F,F,P35372,1006,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,DYN,OPRM1
P01215,,T,F,F,F,P22888,5276,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,CGA,LHCGR
P01222,,T,F,F,F,P16066,,Single-pass TM protein - Guanylate cyclase,ligand that interacts with the TSH receptor (TSHR),,Extracellular Protein Mediator,Regulatory,+,TSHB_HUMAN,NPR1
P01222,,T,F,F,F,P16473,13061,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,TSH,TSHR
P01225,,T,F,F,F,P23945,4784,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,FSH,FSHR
P01229,,T,F,F,F,P22888,5276,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,LH,LHCGR
P01236,,T,F,F,F,P16471,3393,Single pass TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling. Interacts with PRLR on the mammary gland to promote lactation.,,Extracellular Protein Mediator,Regulatory,+,PRL,PRLR
P01241,,T,F,F,F,P10912,4073,Single pass TM receptor,"Engagement of extracellular mediator with the receptor activates downstream signalling. GH plays a major role in growth control as it stimulates the liver and other tissues to secrete IGF-1,which stimulates both the differentiation and proliferation of myoblasts and also stimulates amino acid uptake and protein synthesis in muscle and other tissues.",,Extracellular Protein Mediator,Regulatory,+,GH,GHR
P01241,,T,F,F,F,P16471,,Single pass TM receptor,"GH interacts with PRLR to activate overlapping signalling pathways such as JAK-STAT and MAPK,and plays a role in growth and metabolism regulation.",,Extracellular Protein Mediator,Regulatory,+,GH,PRLR
P01258,,T,F,F,F,O60894,,G protein-coupled 7TM receptor,The effect of direct interaction of the ligand with the receptor is unclear.,,Extracellular Protein Mediator,Regulatory,0,CALCA,RAMP1
P01258,,T,F,F,F,P30988,7852,G protein-coupled 7TM receptor,Calcitonin causes a rapid but short-lived drop in the level of calcium and phosphate in blood by promoting the incorporation of those ions in the bones. Katacalcin is a potent plasma calcium-lowering peptide.,,Extracellular Protein Mediator,Regulatory,+,CALCA,CALCR
P01258,,T,F,F,F,O60895,,G protein-coupled 7TM receptor,RAMP2 modulates calcitonin signalling by forming AMY2 receptors with CTR changing ligand preferences,,Extracellular Protein Mediator,Regulatory,+,Calcitonin,RAMP2
P01270,,T,F,F,F,Q03431,5616,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,PTH,PTH1R
P01270,,T,F,F,F,P49190,3066855,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,PTH,PTH2R
P01270,,T,F,F,F,P49190,,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,PTH,PTH2R
P01275,,T,F,F,F,P47871,5143385,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,GCG,GL-R
P01275,,T,F,F,F,P43220,532,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,GCG,GLP1R
P01275,,T,F,F,F,P16066,,Single-pass TM protein - Guanylate cyclase,Engagement of extracellular mediator with the receptor activates downstream signalling. Plays a key role in glucose metabolism and homeostasis. IT Regulates blood glucose by increasing gluconeogenesis and decreasing glycolysis.,,Extracellular Protein Mediator,Regulatory,+,GCG,NPR1
P01282,,T,F,F,F,P37288,,G protein-coupled 7TM receptor,The effect of direct interaction of the ligand with the receptor is unclear.,,Extracellular Protein Mediator,Regulatory,0,VIP,AVPR1A
